TIPO,ESTRATO ,CONSUMO JULIO 2020,CONSUMO AGOSTO 2020.,CONSUMO SEPTIEMBRE 2020.,CONSUMO OCTUBRE 2020.,CONSUMO NOVIEM 2020.,CONSUMO DICIEMBRE 2020.,PROMEDIO
RESIDENCIAL,ESTRATO 2,20,13,8,14,8,1,10.66666667
RESIDENCIAL,ESTRATO 2,26,5,59,57,15,26,31.33333333
RESIDENCIAL,ESTRATO 2,9,7,12,6,20,19,12.16666667
RESIDENCIAL,ESTRATO 2,18,14,15,15,12,16,15
RESIDENCIAL,ESTRATO 2,25,19,24,35,25,31,26.5
RESIDENCIAL,ESTRATO 2,10,7,12,11,9,18,11.16666667
RESIDENCIAL,ESTRATO 2,68,52,72,92,43,15,57
RESIDENCIAL,ESTRATO 2,0,0,0,0,0,5,0.8333333333
RESIDENCIAL,ESTRATO 2,33,25,52,55,13,15,32.16666667
RESIDENCIAL,ESTRATO 2,10,14,9,12,9,8,10.33333333
RESIDENCIAL,ESTRATO 2,25,12,11,15,14,16,15.5
RESIDENCIAL,ESTRATO 2,18,15,14,19,13,21,16.66666667
RESIDENCIAL,ESTRATO 2,24,12,14,19,14,12,15.83333333
RESIDENCIAL,ESTRATO 2,4,5,10,16,21,10,11
RESIDENCIAL,ESTRATO 2,8,6,6,7,7,21,9.166666667
RESIDENCIAL,ESTRATO 2,21,119,0,0,0,0,23.33333333
RESIDENCIAL,ESTRATO 2,6,5,8,11,7,14,8.5
RESIDENCIAL,ESTRATO 2,9,8,8,7,13,31,12.66666667
RESIDENCIAL,ESTRATO 2,12,9,12,15,10,11,11.5
RESIDENCIAL,ESTRATO 2,15,10,19,24,13,17,16.33333333
RESIDENCIAL,ESTRATO 2,0,0,0,0,18,11,4.833333333
RESIDENCIAL,ESTRATO 2,15,11,20,20,11,18,15.83333333
RESIDENCIAL,ESTRATO 2,4,3,4,3,2,4,3.333333333
RESIDENCIAL,ESTRATO 2,6,8,6,10,8,12,8.333333333
RESIDENCIAL,ESTRATO 2,17,17,15,22,14,19,17.33333333
RESIDENCIAL,ESTRATO 2,9,10,11,15,13,20,13
RESIDENCIAL,ESTRATO 2,15,10,9,8,8,9,9.833333333
RESIDENCIAL,ESTRATO 2,24,22,18,28,22,45,26.5
RESIDENCIAL,ESTRATO 2,27,19,22,25,25,48,27.66666667
RESIDENCIAL,ESTRATO 2,8,9,3,1,3,1,4.166666667
RESIDENCIAL,ESTRATO 2,6,2,3,22,4,10,7.833333333
RESIDENCIAL,ESTRATO 2,34,28,30,32,24,14,27
RESIDENCIAL,ESTRATO 2,7,6,6,4,4,1,4.666666667
RESIDENCIAL,ESTRATO 2,12,10,9,19,15,21,14.33333333
RESIDENCIAL,ESTRATO 2,2,9,10,12,16,16,10.83333333
RESIDENCIAL,ESTRATO 2,19,11,16,18,21,41,21
RESIDENCIAL,ESTRATO 2,16,13,14,22,6,11,13.66666667
RESIDENCIAL,ESTRATO 2,25,24,30,39,24,37,29.83333333
RESIDENCIAL,ESTRATO 2,10,8,8,10,10,15,10.16666667
RESIDENCIAL,ESTRATO 2,23,19,17,27,26,25,22.83333333
RESIDENCIAL,ESTRATO 2,6,5,9,1,2,3,4.333333333
RESIDENCIAL,ESTRATO 2,25,7,30,24,19,23,21.33333333
RESIDENCIAL,ESTRATO 2,16,13,16,19,15,15,15.66666667
RESIDENCIAL,ESTRATO 2,6,2,5,1,0,0,2.333333333
RESIDENCIAL,ESTRATO 2,19,4,27,19,11,17,16.16666667
RESIDENCIAL,ESTRATO 2,22,16,21,8,30,9,17.66666667
RESIDENCIAL,ESTRATO 2,12,9,16,20,18,22,16.16666667
RESIDENCIAL,ESTRATO 2,18,14,51,50,6,30,28.16666667
RESIDENCIAL,ESTRATO 2,10,10,10,12,10,13,10.83333333
RESIDENCIAL,ESTRATO 2,12,8,12,15,14,13,12.33333333
RESIDENCIAL,ESTRATO 2,12,10,11,13,9,11,11
RESIDENCIAL,ESTRATO 2,16,2,18,15,15,7,12.16666667
RESIDENCIAL,ESTRATO 2,22,15,19,12,10,16,15.66666667
RESIDENCIAL,ESTRATO 2,17,28,32,24,19,19,23.16666667
RESIDENCIAL,ESTRATO 2,25,22,19,20,19,13,19.66666667
RESIDENCIAL,ESTRATO 2,46,16,20,21,16,12,21.83333333
RESIDENCIAL,ESTRATO 2,6,3,10,18,6,24,11.16666667
RESIDENCIAL,ESTRATO 2,20,10,12,34,0,8,14
RESIDENCIAL,ESTRATO 2,8,9,8,21,0,3,8.166666667
RESIDENCIAL,ESTRATO 2,22,15,19,28,17,17,19.66666667
RESIDENCIAL,ESTRATO 2,23,25,29,24,9,14,20.66666667
RESIDENCIAL,ESTRATO 2,18,16,23,35,11,12,19.16666667
RESIDENCIAL,ESTRATO 2,14,15,15,19,10,14,14.5
RESIDENCIAL,ESTRATO 2,10,11,14,16,13,12,12.66666667
RESIDENCIAL,ESTRATO 2,2,4,5,6,2,4,3.833333333
RESIDENCIAL,ESTRATO 2,15,11,12,13,9,8,11.33333333
RESIDENCIAL,ESTRATO 2,10,8,13,15,7,6,9.833333333
RESIDENCIAL,ESTRATO 2,5,8,11,12,9,6,8.5
RESIDENCIAL,ESTRATO 2,19,34,6,10,15,25,18.16666667
RESIDENCIAL,ESTRATO 2,19,12,15,20,16,20,17
RESIDENCIAL,ESTRATO 2,17,12,20,19,10,15,15.5
RESIDENCIAL,ESTRATO 2,16,12,13,21,18,19,16.5
RESIDENCIAL,ESTRATO 2,13,1,4,2,0,0,3.333333333
RESIDENCIAL,ESTRATO 2,29,19,28,43,20,25,27.33333333
RESIDENCIAL,ESTRATO 2,17,13,14,18,15,18,15.83333333
RESIDENCIAL,ESTRATO 1.0,13,12,19,14,12,12,13.66666667
RESIDENCIAL,ESTRATO 1.0,14,8,10,15,9,9,10.83333333
RESIDENCIAL,ESTRATO 1.0,26,21,24,1,64,41,29.5
RESIDENCIAL,ESTRATO 1.0,34,27,34,41,32,41,34.83333333
RESIDENCIAL,ESTRATO 2,14,12,15,15,10,14,13.33333333
RESIDENCIAL,ESTRATO 2,3,5,16,18,17,19,13
RESIDENCIAL,ESTRATO 1.0,11,9,10,18,4,36,14.66666667
RESIDENCIAL,ESTRATO 2,16,15,23,13,11,11,14.83333333
RESIDENCIAL,ESTRATO 1.0,11,10,11,15,11,11,11.5
RESIDENCIAL,ESTRATO 1.0,93,70,94,15,160,117,91.5
RESIDENCIAL,ESTRATO 3,0,0,9,6,6,22,7.166666667
RESIDENCIAL,ESTRATO 2,31,25,32,44,22,35,31.5
RESIDENCIAL,ESTRATO 1.0,0,0,7,0,0,1,1.333333333
RESIDENCIAL,ESTRATO 2,0,9,0,0,0,0,1.5
RESIDENCIAL,ESTRATO 2,13,13,18,15,10,21,15
RESIDENCIAL,ESTRATO 2,11,7,7,8,6,30,11.5
RESIDENCIAL,ESTRATO 2,40,20,38,67,71,36,45.33333333
RESIDENCIAL,ESTRATO 2,28,20,33,42,14,22,26.5
RESIDENCIAL,ESTRATO 2,33,28,39,35,11,38,30.66666667
RESIDENCIAL,ESTRATO 2,4,5,5,8,8,14,7.333333333
RESIDENCIAL,ESTRATO 2,15,8,12,13,10,9,11.16666667
RESIDENCIAL,ESTRATO 2,1,0,1,0,1,1,0.6666666667
RESIDENCIAL,ESTRATO 2,38,31,35,47,36,24,35.16666667
RESIDENCIAL,ESTRATO 2,22,12,17,11,12,15,14.83333333
RESIDENCIAL,ESTRATO 2,14,12,15,17,13,21,15.33333333
RESIDENCIAL,ESTRATO 2,5,18,25,26,23,27,20.66666667
RESIDENCIAL,ESTRATO 2,29,22,28,26,19,21,24.16666667
RESIDENCIAL,ESTRATO 2,17,17,21,35,9,14,18.83333333
RESIDENCIAL,ESTRATO 2,38,5,10,29,15,0,16.16666667
RESIDENCIAL,ESTRATO 2,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 2,28,19,7,97,111,96,59.66666667
RESIDENCIAL,ESTRATO 2,24,17,23,26,23,13,21
RESIDENCIAL,ESTRATO 2,11,1,4,29,0,5,8.333333333
RESIDENCIAL,ESTRATO 2,0,0,0,14,12,62,14.66666667
RESIDENCIAL,ESTRATO 1.0,59,58,87,129,80,123,89.33333333
RESIDENCIAL,ESTRATO 2,30,22,27,28,9,13,21.5
RESIDENCIAL,ESTRATO 1.0,18,15,16,22,16,20,17.83333333
RESIDENCIAL,ESTRATO 2,21,11,11,14,9,12,13
RESIDENCIAL,ESTRATO 2,13,7,16,42,24,29,21.83333333
RESIDENCIAL,ESTRATO 1.0,9,6,10,11,13,13,10.33333333
RESIDENCIAL,ESTRATO 2,1,37,11,5,0,20,12.33333333
RESIDENCIAL,ESTRATO 1.0,7,6,5,4,6,6,5.666666667
RESIDENCIAL,ESTRATO 1.0,21,1,17,0,2,0,6.833333333
RESIDENCIAL,ESTRATO 2,8,7,8,21,4,4,8.666666667
RESIDENCIAL,ESTRATO 2,84,0,0,0,0,1,14.16666667
RESIDENCIAL,ESTRATO 1.0,33,25,30,37,23,34,30.33333333
RESIDENCIAL,ESTRATO 2,17,16,17,26,9,17,17
RESIDENCIAL,ESTRATO 2,30,21,18,25,21,23,23
RESIDENCIAL,ESTRATO 1.0,25,16,19,23,14,23,20
RESIDENCIAL,ESTRATO 2,25,15,27,34,26,25,25.33333333
RESIDENCIAL,ESTRATO 2,4,2,4,4,4,3,3.5
RESIDENCIAL,ESTRATO 2,24,23,36,35,20,29,27.83333333
RESIDENCIAL,ESTRATO 2,13,11,12,15,12,22,14.16666667
RESIDENCIAL,ESTRATO 2,3,2,2,1,2,2,2
RESIDENCIAL,ESTRATO 2,12,9,10,12,9,10,10.33333333
RESIDENCIAL,ESTRATO 2,14,11,13,14,11,15,13
RESIDENCIAL,ESTRATO 2,7,15,11,14,11,15,12.16666667
RESIDENCIAL,ESTRATO 1.0,13,10,12,12,7,10,10.66666667
RESIDENCIAL,ESTRATO 1.0,5,5,8,4,6,8,6
RESIDENCIAL,ESTRATO 1.0,8,5,7,8,6,6,6.666666667
RESIDENCIAL,ESTRATO 1.0,13,12,12,19,16,19,15.16666667
RESIDENCIAL,ESTRATO 1.0,21,17,15,23,12,17,17.5
RESIDENCIAL,ESTRATO 1.0,35,29,29,36,28,27,30.66666667
RESIDENCIAL,ESTRATO 1.0,12,10,19,17,12,17,14.5
RESIDENCIAL,ESTRATO 1.0,15,4,2,4,2,6,5.5
RESIDENCIAL,ESTRATO 2,26,20,23,30,22,24,24.16666667
RESIDENCIAL,ESTRATO 1.0,15,3,16,8,17,16,12.5
RESIDENCIAL,ESTRATO 1.0,1,1,0,5,1,3,1.833333333
RESIDENCIAL,ESTRATO 1.0,20,15,24,38,18,27,23.66666667
RESIDENCIAL,ESTRATO 1.0,9,3,3,1,1,1,3
RESIDENCIAL,ESTRATO 2,19,16,14,16,9,12,14.33333333
RESIDENCIAL,ESTRATO 2,13,11,16,17,13,15,14.16666667
RESIDENCIAL,ESTRATO 2,20,18,93,58,300,213,117
RESIDENCIAL,ESTRATO 2,9,7,13,14,5,8,9.333333333
RESIDENCIAL,ESTRATO 2,15,11,13,13,11,16,13.16666667
RESIDENCIAL,ESTRATO 3,0,3,16,20,13,13,10.83333333
RESIDENCIAL,ESTRATO 3,1,1,1,0,1,1,0.8333333333
RESIDENCIAL,ESTRATO 2,42,38,47,51,26,52,42.66666667
RESIDENCIAL,ESTRATO 2,12,8,12,15,12,13,12
RESIDENCIAL,ESTRATO 2,7,5,5,9,8,19,8.833333333
RESIDENCIAL,ESTRATO 2,18,16,20,20,31,16,20.16666667
RESIDENCIAL,ESTRATO 1.0,19,12,15,18,14,15,15.5
RESIDENCIAL,ESTRATO 2,21,27,21,18,25,58,28.33333333
RESIDENCIAL,ESTRATO 2,6,3,5,5,10,12,6.833333333
RESIDENCIAL,ESTRATO 2,32,49,31,86,212,65,79.16666667
RESIDENCIAL,ESTRATO 2,4,1,11,9,11,1,6.166666667
RESIDENCIAL,ESTRATO 2,0,0,1,0,0,0,0.1666666667
RESIDENCIAL,ESTRATO 3,223,180,275,311,124,193,217.6666667
RESIDENCIAL,ESTRATO 2,63,32,38,21,25,19,33
RESIDENCIAL,ESTRATO 2,18,1,18,43,501,126,117.8333333
RESIDENCIAL,ESTRATO 2,12,8,14,22,7,9,12
RESIDENCIAL,ESTRATO 1.0,34,380,236,288,156,252,224.3333333
RESIDENCIAL,ESTRATO 2,30,21,28,32,14,15,23.33333333
RESIDENCIAL,ESTRATO 2,25,25,22,47,22,25,27.66666667
RESIDENCIAL,ESTRATO 2,0,1,17,1,0,1,3.333333333
RESIDENCIAL,ESTRATO 2,20,31,21,70,39,47,38
RESIDENCIAL,ESTRATO 2,21,18,20,28,20,17,20.66666667
RESIDENCIAL,ESTRATO 2,64,22,32,42,22,32,35.66666667
RESIDENCIAL,ESTRATO 2,13,7,15,17,4,24,13.33333333
RESIDENCIAL,ESTRATO 2,26,20,23,1,50,26,24.33333333
RESIDENCIAL,ESTRATO 2,5,4,4,8,0,4,4.166666667
RESIDENCIAL,ESTRATO 2,19,35,30,17,42,0,23.83333333
RESIDENCIAL,ESTRATO 2,1,0,4,8,2,2,2.833333333
RESIDENCIAL,ESTRATO 2,8,7,7,9,7,7,7.5
RESIDENCIAL,ESTRATO 1.0,19,4,12,42,15,26,19.66666667
RESIDENCIAL,ESTRATO 1.0,71,50,63,0,0,0,30.66666667
RESIDENCIAL,ESTRATO 2,20,14,18,23,12,20,17.83333333
RESIDENCIAL,ESTRATO 2,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 1,15,10,12,19,14,5,12.5
RESIDENCIAL,ESTRATO 2,6,4,7,8,5,5,5.833333333
RESIDENCIAL,ESTRATO 1.0,9,5,7,12,2,4,6.5
RESIDENCIAL,ESTRATO 2,35,20,9,51,20,55,31.66666667
RESIDENCIAL,ESTRATO 2,2,1,2,4,1,5,2.5
RESIDENCIAL,ESTRATO 1.0,9,7,10,10,8,10,9
RESIDENCIAL,ESTRATO 2,6,7,12,5,10,2,7
RESIDENCIAL,ESTRATO 2,11,9,2,24,7,10,10.5
RESIDENCIAL,ESTRATO 2,1,0,0,0,0,0,0.1666666667
RESIDENCIAL,ESTRATO 2,23,12,16,17,23,26,19.5
RESIDENCIAL,ESTRATO 2,35,21,18,2,6,8,15
RESIDENCIAL,ESTRATO 2,22,14,16,18,11,0,13.5
RESIDENCIAL,ESTRATO 2,10,7,7,11,5,7,7.833333333
RESIDENCIAL,ESTRATO 2,23,12,2,24,9,11,13.5
RESIDENCIAL,ESTRATO 2,13,11,14,17,12,22,14.83333333
RESIDENCIAL,ESTRATO 2,13,8,6,28,8,1,10.66666667
RESIDENCIAL,ESTRATO 2,1,4,12,80,6,4,17.83333333
RESIDENCIAL,ESTRATO 2,8,18,14,0,0,27,11.16666667
RESIDENCIAL,ESTRATO 2,9,9,9,12,15,7,10.16666667
RESIDENCIAL,ESTRATO 2,20,14,15,18,10,13,15
RESIDENCIAL,ESTRATO 2,26,18,26,26,17,30,23.83333333
RESIDENCIAL,ESTRATO 2,0,0,0,0,2,4,1
RESIDENCIAL,ESTRATO 2,17,14,18,18,3,28,16.33333333
RESIDENCIAL,ESTRATO 2,16,12,24,18,13,17,16.66666667
RESIDENCIAL,ESTRATO 2,14,12,13,14,12,14,13.16666667
RESIDENCIAL,ESTRATO 3,1,5,4,8,8,5,5.166666667
RESIDENCIAL,ESTRATO 2,22,24,20,20,1,46,22.16666667
RESIDENCIAL,ESTRATO 2,18,16,15,17,11,9,14.33333333
RESIDENCIAL,ESTRATO 2,17,14,18,9,14,21,15.5
RESIDENCIAL,ESTRATO 1.0,5,4,8,11,3,7,6.333333333
RESIDENCIAL,ESTRATO 2,14,20,9,28,11,16,16.33333333
RESIDENCIAL,ESTRATO 1.0,25,16,26,26,16,13,20.33333333
RESIDENCIAL,ESTRATO 1.0,22,23,40,36,27,29,29.5
RESIDENCIAL,ESTRATO 2,7,23,15,18,6,19,14.66666667
RESIDENCIAL,ESTRATO 2,25,0,0,0,0,0,4.166666667
RESIDENCIAL,ESTRATO 2,69,55,102,32,95,223,96
RESIDENCIAL,ESTRATO 2,4,5,8,4,10,27,9.666666667
RESIDENCIAL,ESTRATO 2,9,6,8,10,7,1,6.833333333
RESIDENCIAL,ESTRATO 2,11,10,14,13,6,7,10.16666667
RESIDENCIAL,ESTRATO 2,12,9,13,16,9,17,12.66666667
RESIDENCIAL,ESTRATO 2,57,42,62,57,37,36,48.5
RESIDENCIAL,ESTRATO 2,43,35,36,37,17,17,30.83333333
RESIDENCIAL,ESTRATO 2,2,9,25,21,17,18,15.33333333
RESIDENCIAL,ESTRATO 2,26,20,27,41,21,24,26.5
RESIDENCIAL,ESTRATO 2,0,3,2,14,7,3,4.833333333
RESIDENCIAL,ESTRATO 2,16,12,15,18,11,2,12.33333333
RESIDENCIAL,ESTRATO 2,27,24,19,24,11,13,19.66666667
RESIDENCIAL,ESTRATO 2,0,0,0,11,0,0,1.833333333
RESIDENCIAL,ESTRATO 2,31,28,42,34,35,8,29.66666667
RESIDENCIAL,ESTRATO 1.0,13,9,21,22,18,19,17
RESIDENCIAL,ESTRATO 1.0,10,6,8,2,16,11,8.833333333
RESIDENCIAL,ESTRATO 1.0,57,3,11,10,10,2,15.5
RESIDENCIAL,ESTRATO 2,14,10,15,18,10,20,14.5
RESIDENCIAL,ESTRATO 2,31,22,38,48,35,43,36.16666667
RESIDENCIAL,ESTRATO 2,16,16,28,33,3,46,23.66666667
RESIDENCIAL,ESTRATO 2,0,64,31,38,30,35,33
RESIDENCIAL,ESTRATO 2,4,2,4,4,2,4,3.333333333
RESIDENCIAL,ESTRATO 2,21,15,23,30,14,53,26
RESIDENCIAL,ESTRATO 2,34,29,34,40,26,41,34
RESIDENCIAL,ESTRATO 2,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 3,18,18,18,23,15,9,16.83333333
RESIDENCIAL,ESTRATO 3,18,15,12,18,20,26,18.16666667
RESIDENCIAL,ESTRATO 3,17,13,37,25,16,38,24.33333333
RESIDENCIAL,ESTRATO 3,4,4,5,5,4,5,4.5
RESIDENCIAL,ESTRATO 3,11,1,2,3,4,12,5.5
RESIDENCIAL,ESTRATO 3,10,8,9,11,7,10,9.166666667
RESIDENCIAL,ESTRATO 3,51,44,32,37,28,30,37
RESIDENCIAL,ESTRATO 3,19,15,16,20,15,18,17.16666667
RESIDENCIAL,ESTRATO 3,26,20,24,28,23,27,24.66666667
RESIDENCIAL,ESTRATO 3,18,8,11,12,6,2,9.5
RESIDENCIAL,ESTRATO 3,20,20,0,37,15,20,18.66666667
RESIDENCIAL,ESTRATO 3,3,3,4,4,3,8,4.166666667
RESIDENCIAL,ESTRATO 3,6,39,28,27,17,13,21.66666667
RESIDENCIAL,ESTRATO 3,0,0,0,0,1,0,0.1666666667
RESIDENCIAL,ESTRATO 3,25,18,24,26,17,22,22
RESIDENCIAL,ESTRATO 3,21,18,23,30,18,42,25.33333333
RESIDENCIAL,ESTRATO 3,0,4,2,3,13,8,5
RESIDENCIAL,ESTRATO 3,0,15,29,26,12,6,14.66666667
RESIDENCIAL,ESTRATO 3,1,0,15,9,8,23,9.333333333
RESIDENCIAL,ESTRATO 3,17,14,13,15,12,15,14.33333333
RESIDENCIAL,ESTRATO 2,14,3,9,0,0,16,7
RESIDENCIAL,ESTRATO 3,0,1,1,3,4,0,1.5
RESIDENCIAL,ESTRATO 3,16,1,4,8,5,7,6.833333333
RESIDENCIAL,ESTRATO 3,13,9,10,7,16,13,11.33333333
RESIDENCIAL,ESTRATO 3,26,21,12,33,17,19,21.33333333
RESIDENCIAL,ESTRATO 2,439,317,397,445,282,626,417.6666667
RESIDENCIAL,ESTRATO 3,1,5,2,2,1,3,2.333333333
RESIDENCIAL,ESTRATO 3,23,18,20,26,19,23,21.5
RESIDENCIAL,ESTRATO 3,18,23,29,28,17,24,23.16666667
RESIDENCIAL,ESTRATO 3,3,39,32,16,0,19,18.16666667
RESIDENCIAL,ESTRATO 3,26,19,65,41,3,23,29.5
RESIDENCIAL,ESTRATO 3,10,7,7,10,9,9,8.666666667
RESIDENCIAL,ESTRATO 3,19,12,22,31,14,14,18.66666667
RESIDENCIAL,ESTRATO 3,11,8,10,12,9,11,10.16666667
RESIDENCIAL,ESTRATO 3,33,15,21,21,27,30,24.5
RESIDENCIAL,ESTRATO 3,20,19,19,22,16,20,19.33333333
RESIDENCIAL,ESTRATO 3,20,23,23,19,21,12,19.66666667
RESIDENCIAL,ESTRATO 3,12,7,10,14,9,16,11.33333333
RESIDENCIAL,ESTRATO 3,11,9,11,8,5,10,9
RESIDENCIAL,ESTRATO 2,16,14,15,18,14,15,15.33333333
RESIDENCIAL,ESTRATO 3,19,14,15,12,2,22,14
RESIDENCIAL,ESTRATO 2,20,17,8,16,13,14,14.66666667
RESIDENCIAL,ESTRATO 2,7,6,7,10,6,8,7.333333333
RESIDENCIAL,ESTRATO 2,12,12,11,15,11,8,11.5
RESIDENCIAL,ESTRATO 2,30,21,26,0,55,28,26.66666667
RESIDENCIAL,ESTRATO 2,10,5,3,6,3,1,4.666666667
RESIDENCIAL,ESTRATO 2,12,15,29,21,62,49,31.33333333
RESIDENCIAL,ESTRATO 2,38,38,37,29,34,33,34.83333333
RESIDENCIAL,ESTRATO 2,0,0,0,0,4,4,1.333333333
RESIDENCIAL,ESTRATO 2,1,0,0,1,0,0,0.3333333333
RESIDENCIAL,ESTRATO 2,11,9,7,5,8,7,7.833333333
RESIDENCIAL,ESTRATO 2,19,22,20,14,19,11,17.5
RESIDENCIAL,ESTRATO 2,17,21,15,8,11,10,13.66666667
RESIDENCIAL,ESTRATO 2,0,0,1,1,0,0,0.3333333333
RESIDENCIAL,ESTRATO 2,1,2,10,12,13,16,9
RESIDENCIAL,ESTRATO 2,4,1,1,1,0,0,1.166666667
RESIDENCIAL,ESTRATO 2,7,15,21,15,13,10,13.5
RESIDENCIAL,ESTRATO 2,1,2,9,14,21,9,9.333333333
RESIDENCIAL,ESTRATO 2,8,8,6,8,5,3,6.333333333
RESIDENCIAL,ESTRATO 2,11,15,11,1,1,0,6.5
RESIDENCIAL,ESTRATO 2,3,34,6,0,5,2,8.333333333
RESIDENCIAL,ESTRATO 2,0,0,1,0,0,0,0.1666666667
RESIDENCIAL,ESTRATO 2,1,0,0,0,0,0,0.1666666667
RESIDENCIAL,ESTRATO 2,4,4,3,4,8,6,4.833333333
RESIDENCIAL,ESTRATO 2,12,13,13,14,17,14,13.83333333
RESIDENCIAL,ESTRATO 2,6,6,5,0,2,5,4
RESIDENCIAL,ESTRATO 2,3,1,0,0,1,1,1
RESIDENCIAL,ESTRATO 1,9,9,7,6,9,6,7.666666667
RESIDENCIAL,ESTRATO 2,24,29,24,26,41,38,30.33333333
RESIDENCIAL,ESTRATO 2,20,22,31,59,43,125,50
RESIDENCIAL,ESTRATO 2,16,15,15,29,17,17,18.16666667
RESIDENCIAL,ESTRATO 2,11,63,11,13,19,20,22.83333333
RESIDENCIAL,ESTRATO 2,19,25,26,26,50,54,33.33333333
